"","bank","assets","liabilities","buffer","weights","original_stress","additional_stress","original_losses","additional_losses","additional_defaults"
"655","b288",3576435,2523633.43735338,1776572,16810102,0.000371134539464428,0.450679105322322,1776572,1859138368.23802,222
"656","b289",847414,6611655.97062771,1748758,15612384,0.000344691242550569,0.452971622043621,1748758,1873036248.21237,224
"657","b29",3660000,2807207.62213073,3268000,42478700,0.000937847537245615,0.450440226621589,3268000,1859765120.80562,222
"658","b290",2956171,3372543.80577221,956000,15952337,0.000352196747281864,0.450605159335751,956000,1858506763.04955,221
"659","b291",1052020,5201656.29165999,1143557,13203913,0.000291516861134059,0.450894267524942,1143557,1862500359.4898,222
"660","b292",2434636,2257877.91367864,1236042,13508072,0.00029823210357512,0.45065876771798,1236042,1858504344.48869,221
"661","b293",2170933,1557222.27875644,961601,14615697,0.000322686321299337,0.45063434338696,961601,1858504547.35506,221
"662","b294",1861058,1770546.25034091,760176,12447472,0.000274816106899075,0.45079861522197,760176,1858881226.29645,222
"663","b295",1006541,5758068.08988265,1520000,13819378,0.00030510513795305,0.45179109458853,1520000,1864869693.7145,222
"664","b296",3599500,1462632.89626008,987860,13946800,0.000307918369264058,0.450649348626046,987860,1858506157.67791,221
"665","b297",616368,817982.768954061,412000,10371418,0.000228980849909363,0.451159738986847,412000,1859898462.22081,222
"666","b298",574246,5364526.15049689,874398,10849221,0.000239529816022699,0.451684835862766,874398,1865377192.15513,223
"667","b299",3270303,1250347.36042109,690190,10500655,0.000231834152909949,0.450725160080005,690190,1858504306.58637,221
"668","b3",28435.7073695535,18074.4574738691,60552.855147929,540886.808111888,1.19417345850126e-05,0.450951428590818,60552.855147929,1858514179.73909,222
"669","b30",8352262,8636149.82692522,4412538,35915932,0.000792954312963461,0.455923312197443,4412538,1882817449.14583,224
"670","b300",392488,3393109.45502689,832322,9310816,0.000205564809077186,0.450862790466059,832322,1860326022.4234,222
"671","b301",803751,3882213.39137325,1192702,9401085,0.000207557774006424,0.45285323085438,1192702,1868730135.66817,223
"672","b302",1256935,1951711.62445619,541803,8946983,0.000197532080132593,0.450819860419204,541803,1858716940.1763,222
"673","b303",91850,135749.390287946,1224271.8,17397651,0.000384106484996215,0.451023210235694,1224271.8,1858773135.99939,222
"674","b304",673184,2815132.78448226,698737,7848413,0.000173277779294952,0.451002252366583,698737,1860396910.54322,223
"675","b305",506971,3530664.02896408,743568,8438610,0.000186308187545198,0.450904497359821,743568,1861036771.8417,222
"676","b306",548929,1913146.6556887,671074,4947694,0.000109235514103419,0.450961460934505,671074,1860230592.56601,222
"677","b307",48182,140637.670759408,264104,3115694,6.87884974048391e-05,0.450950206167972,264104,1858630608.1766,222
"678","b308",133204,55339.5923134481,130404,233801,5.16187388162919e-06,0.45095202891686,130404,1858505640.57214,221
"679","b309",81618,87949.1355817515,32603,244919,5.407337818122e-06,0.450988269649946,32603,1858624310.872,222
"680","b31",16192881,297657.83828294,758029,25203907,0.000556453519267716,0.450400541935566,758029,1858504314.87647,221
"681","b310",28084,61522.5913913764,21640,210661,4.6509874370849e-06,0.450994891039043,21640,1858706330.48961,222
"682","b311",27229,1058.0420845696,25582,65849,1.45381856036288e-06,5.01317628263478e-07,25582,1058.0420845696,0
"683","b312",12634.3004094753,584847.709598024,600844.595920554,3529769.14653094,7.79304757706709e-05,0.451410562823043,600844.595920554,1860018882.42069,222
"684","b313",387650.855459033,610025.462032005,637128.491370403,3549956.04515709,7.83761634485228e-05,0.450925931622389,637128.491370403,1858872657.38566,222
"685","b314",23402.2823466381,1449.8932616296,74096.2853315985,473636.953503502,1.04569878643126e-05,8.76662662019043e-07,74096.2853315985,1449.8932616296,0
"686","b315",30731.4705139489,6686.87112382167,59605.8649114079,324472.979373158,7.16373581601753e-06,4.04314606814509e-06,59605.8649114079,6686.87112382167,0
"687","b316",5153.72882782902,10854.449492443,73593.6923960047,369832.549538862,8.16518739458337e-06,6.5630283543088e-06,73593.6923960047,10854.449492443,0
"688","b317",6940,54751.4021406894,59000,875876,1.93376480337802e-05,1.78240462555672e-05,59000,54751.4021406894,0
"689","b318",122753,98294.9805847401,69364,1209938,2.67130908789555e-05,0.450930589330334,69364,1858506398.40681,221
"690","b319",17306695,6503.70276736099,469902,22393650,0.000494408480072137,1.11885680415822e-05,469902,18825.2029863388,0
"691","b32",4923588,1354128.6148196,1450971,23875348,0.000527121506135593,0.450430161412352,1450971,1858506265.8955,221
"692","b320",10821000,8448231.46944556,6441000,138230000,0.0030518510470768,0.454265145079271,6441000,1881881720.58758,222
"693","b321",704025,228009.119564343,317750,3670792,8.10439876206406e-05,0.450876250752985,317750,1858506346.22962,221
"694","b322",8945,16763.4199236243,18881,181468,4.00646245974776e-06,8.40498766219048e-06,18881,27541.4299746172,0
"695","b323",10494000,11732293.2673486,7835000,154302000,0.00340668972195648,0.448958020570003,7835000,1863388034.49744,222
"696","b324",39059,1410.25596182871,21544,214799,4.74234647371085e-06,3.96727266749535e-07,21544,1410.25596182871,0
"697","b325",123807,97044.3762412317,276869,1564878,3.45494795836465e-05,0.45094702290354,276869,1858573872.37944,222
"698","b326",65994,27557.4098201434,32745,313293,6.91690349484072e-06,7.75233445031179e-06,32745,27557.4098201434,0
"699","b327",4596,24991.7803046814,27629,259544,5.73022953166825e-06,0.450966707101371,27629,1858589557.36727,222
"700","b328",34442,40156.583365915,83395,633213,1.39801183322914e-05,0.450966156679963,83395,1858584106.44027,222
"701","b329",18031,31551.5011837337,47558,352950,7.79245335358285e-06,1.02714340554489e-05,47558,31551.5011837337,0
"702","b33",3591251,5474785.1992861,3149440,23474192,0.00051826475753803,0.450549756579258,3149440,1859676343.01719,222
"703","b330",3274,3367.38873904382,11310,74145,1.63697819493243e-06,1.0296408293415e-06,11310,3367.38873904382,0
"704","b331",13150,13503.1658231901,35174,293547,6.48095000590504e-06,6.61873890925092e-06,35174,13503.1658231901,0
"705","b332",17442,36236.7160003156,28495,295084,6.51488399316799e-06,0.450954679797778,28495,1858527891.14034,222
"706","b333",741417,32757.9912642853,1461000,15531037,0.000342895258125143,1.98067737702759e-05,1461000,32757.9912642853,0
"707","b334",39703,29732.3130065585,90690,758382,1.67436077608638e-05,1.11830479749721e-05,90690,29732.3130065585,0
"708","b335",5389,105458.296617266,70853,544247,1.20159211228996e-05,0.45095655388222,70853,1858606020.87679,222
"709","b336",26623,4741.23292827318,34034,241790,5.33825554997251e-06,1.9824544267484e-06,34034,4741.23292827318,0
"710","b337",102062,35266.2022152637,108220,859699,1.89804911619828e-05,0.450939409783689,108220,1858508458.24462,222
"711","b338",15247,70800.5911402495,52526,352434,7.78106107158696e-06,0.450955611553827,52526,1858562504.84593,222
"712","b339",37286,38470.4382040065,79929,584490,1.29044087282494e-05,0.450968127509096,79929,1858562512.58309,222
"713","b34",1253366,2909648.64320702,2622896,18363817,0.000405437561598617,0.451021334724144,2622896,1861324652.70119,223
"714","b340",19967000,79171097.4797233,97680000,1138878000,0.0251442235172736,0.463212010251023,97680000,1979149956.10659,235
"715","b341",89395000,100380955.018845,22728000,482089000,0.0106435927037127,0.440313738381773,22728000,1858506593.3319,221
"716","b342",44404000,39464759.6865273,31389000,422473000,0.00932738672800172,0.443937473601982,31389000,1867544638.94768,224
"717","b343",30330000,47163048.6857054,17337000,280186000,0.00618596496763554,0.444771176553342,17337000,1858505305.62596,221
"718","b344",48179000,43340512.7891697,16869000,224336000,0.00495290498804183,0.446004010765989,16869000,1858503774.25757,221
"719","b345",37776000,38121725.4587281,10756000,203705000,0.00449741241079925,0.446459752512948,10756000,1858505469.70569,221
"720","b346",7128036,5401819.50812898,835061,15030443,0.000331843110812256,0.450625172920233,835061,1858504454.48979,221
"721","b347",10676000,21881374.6530215,10847000,150201000,0.00331614757376823,0.449231113124348,10847000,1866623329.53055,222
"722","b348",27660000,31895312.3442391,8457000,157608000,0.00347967980776735,0.447477209162813,8457000,1858503592.26768,221
"723","b349",4601582,10070025.8255486,3358100,74067400,0.00163526493701987,0.45082518402371,3358100,1863800241.71905,223
"724","b35",2013800,772139.647025082,1637200,13458400,0.000297135441886555,0.450739547578966,1637200,1858711403.55891,222
"725","b350",2291190,12376707.4183591,1743000,35121717,0.000775419581867794,0.450991030437874,1743000,1869106864.31748,223
"726","b351",14004639,3126582.2818636,3808300,63233462,0.00139607254007807,0.449560811228323,3808300,1858503556.93167,221
"727","b352",970000,5624218.41380744,10262000,67446000,0.00148907723157883,0.454811185203804,10262000,1871826229.33973,222
"728","b353",3893433,3111001.54432306,4610537,42663758,0.000941933259961885,0.450663312906807,4610537,1860630028.99461,222
"729","b354",2415000,2658759.62614876,3239000,55136000,0.00121729624055289,0.452414213559106,3239000,1866347783.30701,222
"730","b355",3827915,2648165.90100154,3495932,40317412,0.000890130478388388,0.450410115989747,3495932,1859526486.95756,222
"731","b356",1024479,4161708.75739308,2831000,39352855,0.000868834925393993,0.452510195343186,2831000,1866018403.46226,222
"732","b357",10906687,3800235.0862714,2688000,42536019,0.000939113029903992,0.450017952307336,2688000,1858504789.18131,221
"733","b358",1986428,3352669.98019693,1390900,37526158,0.000828504988678793,0.450128721056099,1390900,1858505879.72307,221
"734","b359",27512439,1834248.64650347,2166500,38398477,0.000847764105032226,0.450109339949586,2166500,1858505051.86332,221
"735","b36",2726178,3279820.52662157,1453831,13217422,0.00029181511372608,0.451166424835604,1453831,1860571425.43765,222
"736","b360",442400,3470016.02034149,1418100,25964494,0.000573245809163853,0.45195695258217,1418100,1863283248.06879,222
"737","b361",858000,2042140.26170667,2208100,21982500,0.000485331083284134,0.451710387068633,2208100,1863453892.13598,223
"738","b362",158342,899863.042360455,2409580,23960237,0.000528995691070378,0.451426263905992,2409580,1860557684.7512,222
"739","b363",1313374,436822.932931263,1334423,17119102,0.000377956661822431,0.450868400348698,1334423,1859061572.5941,223
"740","b364",405647,874421.716709451,982032.5,13571086,0.000299623330818703,0.450957450687708,982032.5,1859391715.97334,222
"741","b365",1050175,195127.888454337,1748000,13048247,0.000288080056930238,0.450817327423077,1748000,1858714043.29686,222
"742","b366",1669700,5351480.23251038,2181000,17564900,0.000387799019437165,0.45068730806656,2181000,1860075166.46202,223
"743","b367",247096,1463165.76854754,1003104,10519273,0.000232245202340568,0.451303985659115,1003104,1861138254.59525,222
"744","b368",2925309,262095.440302109,637811,13047411,0.000288061599667159,0.450668859656894,637811,1858503811.36005,221
"745","b369",1138276,2869409.43312636,930880,13472351,0.000297443452983695,0.450659656690076,930880,1858505025.34959,221
"746","b37",860821,682663.317673346,645086,13691908,0.00030229084689488,0.450654796720075,645086,1858504940.01502,221
"747","b370",2857613,241537.493537794,776533,13080013,0.000288781388771093,0.450754541542427,776533,1858576533.77068,222
"748","b371",819494,181553.999765137,972795,9985977,0.000220471058117159,0.450956271206009,972795,1858840220.54573,222
"749","b372",157419,895192.532298193,1024905,8168556,0.000180345917541095,0.450930386207449,1024905,1859264349.48216,222
"750","b373",131092,551129.990516568,877001,7757578,0.000171272318180424,0.450948928588773,877001,1859029104.30059,222
"751","b374",259755,1361462.08586639,756974,7409349,0.000163584095375877,0.450948587516688,756974,1859651367.37443,223
"752","b375",628988,780641.095700635,738570,7438457,0.000164226743717614,0.450860224206388,738570,1858753145.96223,223
"753","b376",172471,606660.044409767,566777,8334805,0.000184016373916161,0.450954373957283,566777,1859102362.62089,222
"754","b377",480409,351455.532072085,540655,6827456,0.000150737023384727,0.450823005570248,540655,1858543140.64873,222
"755","b378",439099,690869.971036123,609890,6650549,0.000146831258983474,0.450907363813048,609890,1858961650.54569,222
"756","b379",146776,8729.02225429825,1029900,4569037,0.000100875499910169,3.85061818789342e-06,1029900,8729.02225429825,0
"757","b38",106666,1140415.31735888,1328358,12063941,0.000266348484212709,0.451207466759291,1328358,1860046800.18369,222
"758","b380",595056,1058007.07324979,1257800,6852668,0.000151293655581782,0.450939708843782,1257800,1859441376.58489,222
"759","b381",54790,1385436.43721748,503448,6844485,0.000151112990768657,0.45094308398725,503448,1859761556.23212,222
"760","b382",620229,165621.048347336,463000,6603688,0.000145796658738107,0.450864471844737,463000,1858618259.22924,222
"761","b383",196243,251715.284205709,724766,4840845,0.000106876494841832,0.451125807352298,724766,1859477215.48137,222
"762","b384",702111,841167.965156698,552417,5526194,0.000122007675217026,0.450914643316351,552417,1859063265.54341,222
"763","b385",30007,509040.782297303,578500,5269212,0.000116334009690152,0.451017643040926,578500,1859332935.1746,223
"764","b386",181749,582077.896546828,646237,5474920,0.000120875644466915,0.451209417175914,646237,1860378199.686,222
"765","b387",79134,212155.293729307,241839,5346111,0.000118031790878527,0.000228271193251436,241839,220654.654168463,0
"766","b388",2688268,79047.1574076063,263000,5610299,0.000123864550948158,4.35286156868281e-05,263000,97719.1630363801,0
"767","b389",126341,24548.5369959239,310000,5064225,0.00011180829319889,0.45093317950944,310000,1858525741.57881,222
"768","b39",1230100,875633.108374776,1039941,11087400,0.000244788347676766,0.450712527776073,1039941,1858506491.50959,221
"769","b390",235458,35755.6604661665,374237,4441826,9.80669270710625e-05,0.450940463998938,374237,1858534908.16635,222
"770","b391",35508,316530.340111742,357000,4179194,9.2268520471946e-05,0.451044628484786,357000,1859305812.60653,222
"771","b392",680389,583655.506617334,351649,4388085,9.68804297324171e-05,0.451004012587326,351649,1859006482.33249,222
"772","b393",608387,853594.182782623,426584,4124654,9.10643827586596e-05,0.451208198299886,426584,1860312483.27199,222
"773","b394",422456,463230.571008943,410797,4597214,0.000101497593572568,0.450918173850669,410797,1858790386.26736,222
"774","b395",19256,759426.33657674,338809,3817724,8.42879619970357e-05,0.450960393212201,338809,1859253454.16571,222
"775","b396",57557,495284.13451871,435295,3998053,8.82692775397421e-05,0.450950715677492,435295,1858964296.60465,222
"776","b397",262131,367638.464313308,417866,3756937,8.29459026061751e-05,0.450968041915107,417866,1858806045.88443,222
"777","b398",122622,708594.101575254,281592,3272987,7.22612226218532e-05,0.45109941426491,281592,1859427091.20803,222
"778","b399",11691,271751.562304898,482850,3520502,7.77258750990087e-05,0.451056164367998,482850,1858963665.54075,222
"779","b4",879.151285637439,5525.27231834804,34083.4039591178,277813.799784831,6.13359137499617e-06,1.75040127889992e-06,34083.4039591178,5525.27231834804,0
"780","b40",288415,848734.611593402,972400,9095282,0.000200806235225051,0.451447363716342,972400,1860629900.90953,222
"781","b400",216050,58228.0261975313,298886,3604645,7.95835897966444e-05,0.45092629614472,298886,1858539927.64082,222
"782","b401",314604,211653.231403273,567100,3379046,7.46028002113918e-05,0.450915577014359,567100,1858598335.4598,222
"783","b402",5758,26895.6958757898,535210,2894534,6.39057123540433e-05,0.450977015438781,535210,1858611667.18411,222
"784","b403",245158,191644.96235993,418492,3167522,6.99327594034494e-05,0.450934776316394,418492,1858615367.15114,222
"785","b404",125114,370242.606280558,334824,3820590,8.43512377338578e-05,0.451079674275723,334824,1859026668.38107,222
"786","b405",110642,243449.811825657,337736,3438876,7.59237308932018e-05,0.450934501375966,337736,1858675211.61974,222
"787","b406",55190,375656.756775523,362439,3319064,7.32785136635674e-05,0.450950008788534,362439,1858843971.88544,222
"788","b407",18324,487232.23118948,419724,2903535,6.41044370250607e-05,0.450956130534229,419724,1858984968.97262,222
"789","b408",255376,149062.794757781,453343,3197660,7.05981481530464e-05,0.45091757226703,453343,1858571756.61704,222
"790","b409",56511,144489.616164582,281946,2309773,5.09953204699394e-05,0.451037296885007,281946,1858974576.39434,222
"791","b41",97711,486647.542148702,701624,6532957,0.000144235055060101,0.450955924771188,701624,1858988304.83609,222
"792","b410",13438,200628.166796028,382301,2667094,5.88842770494991e-05,0.450955148935826,382301,1858699406.24536,222
"793","b411",22230,436316.669246853,340194,3281659,7.24526836091949e-05,0.450954255047993,340194,1858924248.79497,222
"794","b412",27551,518639.485735609,343313,2912404,6.43002473913815e-05,0.451161953382303,343313,1859813636.96938,222
"795","b413",55201,317255.774658145,315742,3248432,7.17190957140837e-05,0.450946021369974,315742,1858773748.21274,222
"796","b414",169925,440445.204078503,339800,3158547,6.97346087621449e-05,0.451157309424384,339800,1859421113.02602,222
"797","b415",137671,529735.973435261,305451,3178851,7.01828818118436e-05,0.451092903793456,305451,1859343069.08397,222
"798","b416",153884,253305.498351346,330771,2849447,6.29102785975538e-05,0.451030324346352,330771,1858911633.13589,222
"799","b417",2771,602509.102333441,284188,2131369,4.70565052040587e-05,0.451463700166183,284188,1860930103.83136,222
"800","b418",697117,520149.17384569,579123,4426774,9.7734608023384e-05,0.450859538112799,579123,1858506196.59211,221
"801","b419",387221,209360.690182306,409874,2938242,6.48707004576795e-05,0.450901818802318,409874,1858535441.66423,222
"802","b42",2477203,2634405.75209096,458043,6999372,0.000154532596159155,0.450802716808487,458043,1858506038.34886,221
"803","b420",125195,452912.7350618,306523,2784684,6.14804368167404e-05,0.451109510262286,306523,1859584420.7494,222
"804","b421",417019,196131.312880008,234640,2749232,6.06977252250384e-05,0.450903852702136,234640,1858529313.89217,222
"805","b422",66183,530745.699898497,355466,2854595,6.3023936480722e-05,0.45137827271374,355466,1860536526.58294,222
"806","b423",224025,88796.4095210825,305028,2639279,5.82701756469494e-05,0.450950469098724,305028,1858583963.42973,222
"807","b424",106185,206281.794718473,310566,2487372,5.49163628927839e-05,0.451042405249636,310566,1859203261.54172,222
"808","b425",133025,65635.0210159146,167644,1435780,3.16992454342178e-05,0.450950223756283,167644,1858556313.79025,222
"809","b426",223820,171595.379959214,247078,2419410,5.34158933792092e-05,0.450922638345576,247078,1858572025.83631,222
"810","b427",225483,165069.970173573,304471,2369064,5.23043510742383e-05,0.450931832349122,304471,1858620219.11551,222
"811","b428",271971,232924.708865256,308914,2317012,5.11551435888701e-05,0.451058485513432,308914,1858983450.65263,222
"812","b429",200981,159678.226923284,264578,2344096,5.1753105925259e-05,0.450929858977601,264578,1858581433.48881,222
"813","b43",108986,652413.53736004,584641,6513205,0.00014379896910277,0.450946674082021,584641,1859110110.56529,222
"814","b430",10776,281364.970497523,287111,2269946,5.01160173399971e-05,0.450960454037882,287111,1858792931.82243,222
"815","b431",349551,148415.785567747,247340,2227076,4.91695306555713e-05,0.450907766363958,247340,1858503910.68547,221
"816","b432",89616,207923.125391028,203711,2040788,4.5056651918265e-05,0.450937517321828,203711,1858623097.86476,222
"817","b433",195351,17509.861261911,2232500,5781628,0.000127647163897913,5.70024811892306e-06,2232500,17509.861261911,0
"818","b434",12885,206844.076514574,190974,2031569,4.4853114228885e-05,0.450954426446137,190974,1858699645.39892,222
"819","b435",44121,234005.858420898,259179,1946760,4.29806955393709e-05,0.450956217366665,259179,1858733911.07426,222
"820","b436",111589,53564.5183992298,243540,2209898,4.87902736398244e-05,0.45094879628334,243540,1858550435.71701,222
"821","b437",30500,157565.643886126,179684,2180845,4.8148839591711e-05,0.451070585906537,179684,1859073925.51601,222
"822","b438",287006,150375.01902415,170095,2220642,4.90274803796768e-05,0.450973914024345,170095,1858677779.83573,222
"823","b439",171387,154873.273392962,322676,1990725,4.39513577059391e-05,0.450972485144903,322676,1858942789.76555,222
"824","b44",904199,781578.698845068,1411565,9778588,0.000215892310111645,0.450968004637157,1411565,1859067224.22008,222
"825","b440",246406,96180.9970947894,248187,2294960,5.06682780800071e-05,0.45095782929211,248187,1858616648.74232,222
"826","b441",209027,144352.371790938,168818,2174483,4.80083789365601e-05,0.450927597247626,168818,1858560181.16606,222
"827","b442",49691,476088.828321287,307241,2086567,4.6067363696346e-05,0.450957002394325,307241,1858979305.52656,222
"828","b443",152205,223950.607372308,210713,1749016,3.86148904793032e-05,0.450938559146621,210713,1858621256.13831,222
"829","b444",284778,197825.86075867,212943,2158979,4.76660806031023e-05,0.450909635207946,212943,1858506390.71179,221
"830","b445",322294,81128.9304833346,331336,1967331,4.34348634326604e-05,0.450936428959186,331336,1858548561.04127,222
"831","b446",379663,24122.79934707,188949,1959537,4.32627869871644e-05,0.450913669253406,188949,1858503884.52804,221
"832","b447",635859,42995.301175872,291000,1556223,3.43583939234247e-05,0.45092541666823,291000,1858508453.27039,222
"833","b448",38748,249634.911582773,208634,1923208,4.24607129316826e-05,0.450953707462837,208634,1858734656.76189,222
"834","b449",85461,92751.9884328851,262363,1945193,4.29460992101314e-05,0.450990283485063,262363,1858691757.35954,222
"835","b45",909352,636345.442247784,324991,7417697,0.000163768403069872,0.45111859565558,324991,1859680866.933,222
"836","b450",72268,322041.121849375,225157,1876735,4.14346789758785e-05,0.451087510696694,225157,1859008546.73245,222
"837","b451",98194,156214.907167969,239888,2019899,4.45954632000245e-05,0.450956048895415,239888,1858657168.80438,222
"838","b452",27711,161620.654946181,227906,1847625,4.07919864780097e-05,0.451042850667089,227906,1858840805.94819,222
"839","b453",31059,307193.521345593,143270,2271446,5.01491344388224e-05,0.450955812985507,143270,1858804251.09995,222
"840","b454",66327,169192.903194053,209285,1853696,4.09260224159884e-05,0.451255137898866,209285,1859877629.78667,222
"841","b455",102206,56585.2950721836,154036,1820022,4.01825656254273e-05,0.450954777016263,154036,1858557267.29672,222
"842","b456",228164,224222.995440407,203878,2007142,4.43138133135486e-05,0.450912734112901,203878,1858504670.97367,221
"843","b457",44512,165661.661478312,154809,1821276,4.02102515200452e-05,0.451043793179163,154809,1858931097.72706,222
"844","b458",233372,57901.7206969294,226579,1770959,3.90993494789849e-05,0.450917828648042,226579,1858503857.08558,221
"845","b459",283270,195197.210867555,233098,1743086,3.8483967548614e-05,0.450918721502249,233098,1858505740.20163,221
"846","b46",263635,755383.929591816,503942,7290624,0.000160962877003858,0.450928166018188,503942,1859124784.10875,222
"847","b460",351775,17707.3251056228,42898,1314285,2.90168708197015e-05,0.450928016081751,42898,1858504569.36128,221
"848","b461",69264,243295.061792109,168731,1629083,3.59670018036969e-05,0.450967625189783,168731,1858703633.87551,222
"849","b462",340600,46452.318893622,188117,1739034,3.83945072256541e-05,0.450942675424003,188117,1858534608.28533,222
"850","b463",105811,182268.930915597,192395,1575098,3.47751174169759e-05,0.450949372315584,192395,1858646968.57072,222
"851","b464",35856,267243.50476654,183900,1607723,3.54954143164252e-05,0.450950194155619,183900,1858720263.03528,222
"852","b465",72840,363504.32767049,173271,1534297,3.3874310250863e-05,0.450948163713568,173271,1858773268.82818,222
"853","b466",90355,165755.491815395,190011,1531005,3.38016292579745e-05,0.451055721986584,190011,1858943893.20426,222
"854","b467",224574,175193.843408985,189516,1743233,3.84872130242989e-05,0.450940651319199,189516,1858605262.15634,222
"855","b468",190806,166278.560933313,182326,1728566,3.81633940319855e-05,0.450981331576692,182326,1858734836.05264,222
"856","b469",22668,114736.996592536,183188,1603823,3.54093098594796e-05,0.451008393198472,183188,1858884681.59885,222
"857","b47",166373,32836.4166206531,620359,5767381,0.000127332617693271,0.450923083693651,620359,1858529955.7846,222
"858","b470",96258,32285.3384468899,205468,1695046,3.74233372635705e-05,1.02457977273407e-05,205468,32285.3384468899,0
"859","b471",150985,109415.275981861,127381,1175793,2.59592353193632e-05,0.450930975783436,127381,1858503904.73695,221
"860","b472",86883,200025.972095346,218201,1930498,4.26216620319733e-05,0.450947980226298,218201,1858662491.86028,222
"861","b473",11965,176509.568807334,184515,1648889,3.64042799765856e-05,0.451085549824497,184515,1859050537.85284,222
"862","b474",51018,21161.5419177882,173256,1890198,4.17319159768681e-05,2.27690308344472e-05,173256,22009.3151175325,0
"863","b475",47244,19852.1185570038,189081,1448366,3.19771199714276e-05,0.450953986845455,189081,1858522888.22378,222
"864","b476",34046,137097.326100518,153898,1575752,3.47895564720637e-05,0.451005592979814,153898,1858946846.12182,222
"865","b477",28980,35684.9376001562,170876,1546213,3.41373924839309e-05,1.26471342354068e-05,170876,35684.9376001562,0
"866","b478",16186,239828.240904813,147750,1625735,3.58930844391189e-05,0.451088505634386,147750,1859078807.94515,222
"867","b479",11450,203508.898189753,168107,1375303,3.03640302437811e-05,0.451045572646149,168107,1858841892.96414,222
"868","b48",65300,239197.33692189,795300,5641500,0.00012455340868179,0.45113066323691,795300,1859205510.45787,222
"869","b480",10972,175188.241597816,170330,1444157,3.1884193392124e-05,0.450956937727296,170330,1858679413.69208,222
"870","b481",66199,141483.544245947,106220,1032244,2.2789951039852e-05,0.450955773253369,106220,1858638158.34161,222
"871","b482",133049,82203.7780014116,178891,1449459,3.20012512974383e-05,0.451010607025484,178891,1858813651.7922,222
"872","b483",98810,292682.02951196,214910,1559124,3.44224423925528e-05,0.451109804048081,214910,1859176202.68768,222
"873","b484",207483,197068.215798045,140671,1321587,2.91780848567828e-05,0.450928086643416,140671,1858506142.33501,221
"874","b485",11999,182740.883506596,106969,1796259,3.96579245458376e-05,0.451057585327308,106969,1858920339.53297,222
"875","b486",36703,101162.407676939,201191,1364242,3.01198247570437e-05,0.451000878755219,201191,1858741750.9775,222
"876","b487",87605,119271.662733947,210494,1474228,3.25481029113068e-05,0.450946526734022,210494,1858585726.81786,222
"877","b488",326805,257755.437098825,149740,1529404,3.3766282274495e-05,0.450923307440592,149740,1858504846.05884,221
"878","b489",95206,162388.103076351,113585,1317209,2.90814270843448e-05,0.450955250824889,113585,1858656951.44392,222
"879","b49",388707,416478.555217772,228120,3337124,7.36772435334235e-05,0.450883666627574,228120,1858506680.06204,221
"880","b490",91926,105926.748076285,159919,1358571,2.99946200454184e-05,0.450966996293176,159919,1858621340.52604,222
"881","b491",8396,75945.8546990962,169210,1305137,2.88149006729992e-05,2.13647679366374e-05,169210,75945.8546990962,0
"882","b492",150624,81340.3988549693,118229,1382983,3.05335897897665e-05,0.450992665295817,118229,1858706573.83674,222
"883","b493",223569,23382.6600463486,143447,1339546,2.95745848419847e-05,8.28707180885636e-06,143447,23382.6600463486,0
"884","b494",89292,351706.9133483,153650,1245688,2.75023817342907e-05,0.451036079183295,153650,1858979574.27249,222
"885","b495",43527,77084.4228192221,162635,1276150,2.8174923777234e-05,0.450949727837309,162635,1858562621.53927,222
"886","b496",62330,102248.458817354,216820,1279339,2.82453307293365e-05,0.450953106197561,216820,1858592874.25136,222
"887","b497",98064,117014.132832787,61764,1608094,3.5503605278868e-05,0.45094526616265,61764,1858583446.51187,222
"888","b498",37821,136112.107561147,188184,1348113,2.97637276324087e-05,0.450951374321766,188184,1858615520.29358,222
"889","b499",95229,163009.904116125,117467,1330341,2.9371356245527e-05,0.450933131068125,117467,1858534812.31389,222
"890","b5",29568.8126304465,8151.79343081805,26913.5439913932,317270.495944056,7.00471891234496e-06,4.52384511851401e-06,26913.5439913932,8151.79343081805,0
"891","b50",439833,414320.457464864,208785,3231448,7.13441218431183e-05,0.4508948183201,208785,1858557808.30632,222
"892","b500",106172,211552.398802229,154945,1301443,2.87333442976255e-05,0.450952591375108,154945,1858621048.66471,222
"893","b501",71261,73301.7998272664,102720,1288021,2.84370124973371e-05,0.450944226958171,102720,1858545582.60531,222
"894","b502",277720,227814.456626216,196420,1503823,3.32015032711291e-05,0.450937526515821,196420,1858598516.26692,222
"895","b503",55117,74996.3477059285,157554,1156571,2.55348507369505e-05,0.451000470366264,157554,1858761923.67264,222
"896","b504",10561,59366.5943176571,47138,580894,1.28250160033324e-05,0.450954388676453,47138,1858552189.99994,222
"897","b505",245855,58322.5567610104,93771,1186393,2.61932628177283e-05,0.450930742456698,93771,1858503909.49073,221
"898","b506",189445,262661.223230191,146734,1534628,3.38816180906705e-05,0.450955199636156,146734,1858752957.69048,222
"899","b507",29301,227719.926062737,121885,1135324,2.50657580711237e-05,0.451555385164676,121885,1861013526.07865,222
"900","b508",22087,76179.7303154074,152896,1090019,2.40655112962715e-05,0.451034363105702,152896,1858889770.90013,222
"901","b509",24003,104346.337100194,136652,1144134,2.52602658315573e-05,0.450955083543778,136652,1858601230.5825,222
"902","b51",760421,1112864.9098027,280011,2479324,5.47386786185535e-05,0.450902566331102,280011,1858506415.99572,221
